MODE,bus_scale,age,female,driving_license,car_ownership,distance,dur_walking,dur_cycling,dur_pt_access,dur_pt_rail,dur_pt_bus,dur_pt_int,pt_interchanges,dur_driving,cost_transit,cost_driving_fuel,cost_driving_ccharge,driving_traffic_percent,purpose_HBW,purpose_HBE,purpose_HBO,purpose_NHBO,fuel_petrol,fuel_diesel,fuel_hybrid,fuel_dieselLGV,fuel_avg,fare_full,fare_child,fare_disabled,fare_free,travel_Mon,travel_Tue2Thu,travel_Fri,travel_Sat,start_time_morningpeak,start_time_noon,start_time_afternoon,start_time_evening_peak,start_time_evening
3,1.0,0.18085106382978725,0.0,1.0,0.5,0.5390563821456539,0.5570832457841004,0.5056999545286677,0.24579439231347713,0.738636363241219,0.0,0.0,0.0,0.6659476948681444,0.24462564862861377,0.400396432111001,0.0,0.4381296,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
4,1.0,0.20212765957446807,0.0,1.0,0.5,0.20551096319498827,0.21890666742030604,0.20063839487831886,0.12476635484815268,0.0,0.3548512288077466,0.0,0.0,0.18684281482524742,0.1111934766493699,0.12685827552031714,0.0,0.4631576,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0
1,0.0,0.7659574468085106,0.0,1.0,0.5,0.09661315583398591,0.11104439975449819,0.09858641139245818,0.18411214960896147,0.06818181816632232,0.0,0.0,0.0,0.1424912375148264,0.0,0.08919722497522299,0.0,0.1746688,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0
4,1.0,0.38297872340425526,0.0,1.0,0.5,0.13476409553641347,0.1413346942776461,0.11719106266672408,0.19439252325286052,0.13636363633264464,0.0,0.11556982340531113,0.25,0.2154219467283424,0.2149740548554485,0.10505450941526263,0.0,0.6919328,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
3,0.0,0.10638297872340427,0.0,0.0,0.0,0.05985708692247455,0.06304223826742171,0.05973552230475903,0.14999999970560748,0.0,0.11927554976654858,0.0,0.0,0.09625235899063153,0.0,0.04658077304261645,0.0,0.424056,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0
1,1.0,0.23404255319148934,1.0,1.0,0.5,0.007341425215348472,0.009306235166119677,0.012585499207943697,0.04906542027578828,0.0,0.012548512084092989,0.0,0.0,0.020355890865558342,0.1111934766493699,0.011892963330029732,0.0,0.18421040000000002,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,0.2978723404255319,0.0,1.0,0.0,0.2057312059514487,0.22428026781689414,0.25818513458365916,0.0869158875619705,0.30681818174845044,0.06494178505199916,0.10850722321450858,0.25,0.2771636559927645,0.28910303928836173,0.17046580773042616,0.0,0.5584832,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0
4,0.0,0.7127659574468085,0.0,1.0,0.5,0.03868931088488645,0.05034373026629905,0.04313725494316141,0.09602803765457682,0.0,0.06468305309854419,0.0,0.0,0.06282016696220548,0.0,0.036669970267591674,0.0,0.116488,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0
4,0.0,0.7872340425531914,1.0,1.0,0.5,0.060787000783085354,0.054276365143902994,0.04705882342512273,0.03364485980993973,0.0,0.0817593792581381,0.0,0.0,0.06672957672330267,0.0,0.03766105054509415,0.0,0.2306448,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0
4,0.0,0.10638297872340427,1.0,0.0,1.0,0.017374706342991385,0.017231545088243018,0.021158230918868204,0.07803738335719278,0.0,0.01655886178696599,0.0,0.0,0.030062011116220547,0.0,0.014866204162537165,0.0,0.275,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
1,1.0,0.19148936170212766,0.0,0.0,0.0,0.02672278778386844,0.03212152139726346,0.03347013242500358,0.13644859793117303,0.0,0.03104786561770224,0.0,0.0,0.0581019141704238,0.1111934766493699,0.02874132804757185,0.0,0.01666664,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0
3,0.0,0.6382978723404255,0.0,0.0,0.0,0.08131851996867659,0.07772207372205713,0.07058823530184279,0.25257009362125515,0.13636363633264464,0.0,0.0,0.0,0.09557832280819042,0.0,0.05054509415262636,0.0,0.1329576,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0
3,1.0,0.20212765957446807,1.0,0.0,0.0,0.2812255285826155,0.2872324457799065,0.2929320565026465,0.15560747662097127,0.2840909092536158,0.0,0.09630818578585985,0.25,0.39714208676115986,0.24462564862861377,0.18929633300297322,1.0,0.5220224,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,0.351063829787234,1.0,0.0,0.5,0.017276820673453406,0.030200234110666163,0.036206110428038986,0.10233644886894051,0.0,0.01552393257599213,0.0,0.0,0.04111620373176495,0.1111934766493699,0.024777006937561942,0.0,0.02875816,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
3,0.0,0.13829787234042554,0.0,0.0,0.5,0.08638410336726704,0.090030320259976,0.07405380772356267,0.05887850466739454,0.0,0.1291073737779154,0.1524879609239196,0.25,0.08452413019264601,0.0,0.05649157581764122,0.0,0.24076400000000003,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0
4,0.0,0.07446808510638298,0.0,0.0,0.5,0.020360219263899765,0.026477740087447257,0.0346557229039295,0.18528037400137568,0.0,0.023673997259888644,0.0,0.0,0.04947425161754494,0.0,0.0267591674925669,0.0,0.1021736,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0
4,0.0,0.6276595744680851,1.0,1.0,1.0,0.04835552075176194,0.05661793403119799,0.053716370238436825,0.09813084139269804,0.0,0.07917205692928043,0.0,0.0,0.09557832280819042,0.0,0.044598612487611496,0.0,0.381972,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0
1,1.0,0.42553191489361697,1.0,1.0,1.0,0.009152310101801096,0.011077421873319771,0.013132694939877725,0.0549065422378592,0.0,0.010866752756622692,0.0,0.0,0.03680237245532552,0.1111934766493699,0.022794846382556987,0.0,0.21021919999999997,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
2,1.0,0.553191489361702,0.0,1.0,0.5,0.038518010963194994,0.03773528256958574,0.045599635244388474,0.10841121503659709,0.0,0.04204398458391141,0.0,0.0,0.06699919090509548,0.1111934766493699,0.036669970267591674,0.0,0.506024,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0
3,0.0,0.7234042553191489,0.0,1.0,0.0,0.30630873140172277,0.321455375072586,0.3179206565601008,0.13014018671680933,0.02272727249483471,0.3706338938029117,0.2215088285787457,0.5,0.31720140202674607,0.0,0.1952428146679881,0.0,0.3945624,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0
4,1.0,0.4361702127659574,0.0,1.0,0.5,0.023517032106499608,0.025997418211761728,0.03730050156358966,0.07967289700189972,0.0,0.06649417863560095,0.0,0.0,0.06956052830131046,0.1111934766493699,0.03369672943508424,0.0,0.20580240000000002,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0
3,1.0,0.2127659574468085,1.0,1.0,0.0,0.23362862176977292,0.23697877581801682,0.2519835841589038,0.1595794390505066,0.10227272724948347,0.12393272958591803,0.11556982340531113,0.25,0.3178754382091872,0.2557449962935508,0.15460852329038652,1.0,0.4751168,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0
3,1.0,0.4893617021276595,1.0,0.0,0.5,0.033452427564604544,0.036414397600577256,0.03948928416300841,0.08364485943143507,0.0,0.05433376471454942,0.0,0.0,0.05109193864952599,0.1111934766493699,0.02775024777006938,0.0,0.17473680000000003,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
4,0.0,0.6170212765957447,0.0,1.0,1.0,0.10400352388410337,0.11449671275641662,0.09758321927196534,0.2745327103481745,0.0,0.08758085403234991,0.0,0.0,0.12698840628929317,0.0,0.07829534192269574,0.0,0.30031840000000004,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0
4,1.0,0.32978723404255317,0.0,1.0,1.0,0.21835845732184808,0.24937708266034508,0.21203830360733664,0.2843457947397808,0.11363636383780991,0.0,0.0,0.0,0.16271232153214135,0.1111934766493699,0.14370664023785926,0.0,0.25298,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
1,1.0,0.276595744680851,0.0,1.0,1.0,0.007732967893500392,0.007715169175810704,0.01741906079533998,0.016822429904969866,0.0,0.03790426913716992,0.0,0.0,0.03154489081465216,0.1111934766493699,0.014866204162537165,1.0,0.7285104,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0
4,1.0,0.14893617021276595,0.0,0.0,0.5,0.06986589663273297,0.08225511091724988,0.07250341987113582,0.04719626158437418,0.0,0.13583441155351456,0.09630818578585985,0.25,0.0981396602044054,0.2223869532987398,0.0574826560951437,0.0,0.0801096,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,0.351063829787234,0.0,1.0,0.0,0.2240113547376664,0.22470054930951944,0.1936160510198212,0.11238317746613243,0.2159090910872934,0.023285899096847185,0.2889245585132778,0.5,0.22283634376458245,0.31875463306152707,0.1337958374628345,0.0,0.4333736,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
4,1.0,0.46808510638297873,1.0,1.0,1.0,0.15162490211433047,0.1653207648984012,0.15175558589896096,0.14228971989324396,0.0,0.2873221214268898,0.07704654932210682,0.25,0.18239417621525858,0.2223869532987398,0.11100099108027751,0.0,0.257016,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0
4,1.0,0.3404255319148936,1.0,1.0,0.5,0.060199686765857484,0.05983008614930985,0.04851801193417435,0.08621495326297056,0.0,0.0695989648713686,0.0,0.0,0.09032084116751705,0.1111934766493699,0.03766105054509415,0.0,0.19076,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0
1,1.0,0.46808510638297873,1.0,1.0,1.0,0.005750783085356303,0.00606406291051389,0.015230278195921234,0.045560747939667225,0.0,0.011642949548423593,0.0,0.0,0.03545430009044332,0.1111934766493699,0.011892963330029732,0.0,0.08181840000000001,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0
4,1.0,0.42553191489361697,0.0,1.0,0.5,0.19303054032889586,0.1995136741616592,0.2162334701194237,0.17406542017064808,0.0,0.22884864173131683,0.0,0.0,0.19331356149725357,0.1111934766493699,0.13181367690782955,0.0,0.2263416,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0
3,0.0,0.5,1.0,1.0,1.0,0.11621476115896633,0.12611449667233737,0.14336525320310428,0.16191588783533498,0.15909090882747934,0.0,0.0,0.0,0.1969533565912519,0.17790956263899185,0.1070366699702676,0.0,0.5181944,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0
4,1.0,0.32978723404255317,0.0,1.0,0.5,0.2639976507439311,0.3162919155303829,0.335430916698816,0.08271028008572802,0.2159090910872934,0.2794307891621662,0.13483146102476237,0.25,0.33162577506918994,0.2223869532987398,0.30822596630327054,0.0,0.29548959999999996,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0
3,1.0,0.4148936170212766,1.0,0.0,1.0,0.04967697729052467,0.0496832877817948,0.047970816202240314,0.049532710369202565,0.0,0.07930142313886691,0.0,0.0,0.05688864913909102,0.1111934766493699,0.03270564915758176,0.0,0.3290784,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0
1,0.0,0.6170212765957447,0.0,1.0,0.5,0.007684025058731402,0.00852571223971215,0.016142270973038827,0.060046729059808714,0.0,0.009961190220953292,0.0,0.0,0.04933944428399553,0.0,0.02081268582755203,0.0,0.01961856,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0
4,1.0,0.3723404255319149,0.0,1.0,0.5,0.02153484729835552,0.029659872068065196,0.03383492947018714,0.1703271027878199,0.02272727249483471,0.0,0.0,0.0,0.048530601253311025,0.1111934766493699,0.024777006937561942,0.0,0.16177280000000002,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0
4,1.0,0.32978723404255317,1.0,0.0,0.0,0.05838880187940486,0.0704271861469441,0.06566347469938863,0.097196262046991,0.0,0.06985769729054155,0.0,0.0,0.07333513072885821,0.1111934766493699,0.040634291377601585,0.0,0.2524768,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
4,0.0,0.1276595744680851,1.0,0.0,0.5,0.15458594361785435,0.1624988742434931,0.15129958951040215,0.37686915921711506,0.0,0.18085381616360713,0.0,0.0,0.15799406825505366,0.0,0.10208126858275521,0.0,0.2939472,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0
3,0.0,0.14893617021276595,0.0,1.0,0.5,0.24270751761942053,0.2449341058776341,0.2537163703697638,0.09929906578511223,0.23863636358212809,0.0,0.13483146102476237,0.25,0.3779994609269343,0.0,0.21803766105054512,1.0,0.6496968000000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0
4,1.0,0.32978723404255317,0.0,1.0,0.5,0.03291405638214566,0.030800636428254972,0.03748290025034014,0.06658878532087956,0.0,0.05937904269696032,0.0,0.0,0.055270962592416,0.1111934766493699,0.02180376610505451,0.0,0.3289536,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0
4,1.0,0.5212765957446808,0.0,1.0,0.5,0.10539839467501957,0.12716520062004535,0.13552211591086427,0.08878504709450606,0.0,0.12897800756832892,0.11974317801098087,0.25,0.09989215408462986,0.2223869532987398,0.07234886025768086,0.0,0.0722372,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1,1.0,0.18085106382978725,0.0,1.0,0.0,0.029169929522317933,0.02911951002546423,0.032740538006319084,0.19018691577661806,0.02272727249483471,0.0,0.0,0.0,0.051361552831318824,0.11860637509266124,0.02180376610505451,1.0,0.34764400000000006,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0
3,1.0,0.26595744680851063,0.0,1.0,0.0,0.15769381362568521,0.1609078082531841,0.1606019153116938,0.242990654276356,0.18181818200413222,0.0,0.0,0.0,0.31180911305252335,0.2149740548554485,0.13280475718533202,1.0,0.630596,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0
1,0.0,0.06382978723404256,1.0,0.0,0.5,0.023052075176194203,0.0269880819925543,0.03036935704846724,0.14485981288365796,0.0,0.05433376471454942,0.0,0.0,0.059449986535306004,0.0,0.022794846382556987,0.0,0.4361992,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0
3,1.0,0.28723404255319146,0.0,1.0,0.5,0.24141053249804229,0.25186875201896486,0.2578203375384756,0.05817757036839462,0.2727272726652893,0.04527813702926553,0.3113964681062224,0.5,0.3665408467960476,0.3558191252779837,0.18533201189296333,1.0,0.4147056,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
4,1.0,0.351063829787234,1.0,1.0,1.0,0.13774960845732184,0.14748881749256937,0.16114911071531046,0.13317756980063764,0.0,0.21862871909119055,0.0,0.0,0.1637907792299247,0.1111934766493699,0.08325074331020813,0.0,0.20131600000000002,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0
1,0.0,0.08510638297872342,0.0,0.0,0.0,0.00917678151918559,0.01191798507471514,0.019699042409816587,0.0605140183121015,0.0,0.009184993429152395,0.0,0.0,0.02332164977711557,0.0,0.009910802775024777,0.0,0.02758624,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
4,1.0,0.3723404255319149,1.0,1.0,0.5,0.2580266249021143,0.2602743838167737,0.26502507975540635,0.19953271007481002,0.20454545449896694,0.022897800933805727,0.20128410948281628,0.25,0.20207603138368188,0.2223869532987398,0.13082259663032705,0.0,0.18880000000000002,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0
4,0.0,0.648936170212766,1.0,1.0,1.0,0.035948512137823026,0.05637777303931901,0.05462836301555441,0.20467289689675955,0.0,0.0620957307696865,0.0,0.0,0.08277163631242157,0.0,0.04558969276511397,0.0,0.20292720000000003,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.5,0.10681773688332029,0.10918315274288874,0.07934336537120039,0.28995327081402306,0.0,0.10090556290824379,0.0,0.0,0.14114316514994424,0.0,0.08721506442021804,0.0,0.276336,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1.0,0.0,0.0
3,0.0,0.8085106382978723,1.0,0.0,0.0,0.021852975724353955,0.025186875147860284,0.022252622054418893,0.05350467279873788,0.0,0.031824061943785155,0.0,0.0,0.04017255336753101,0.0,0.017839444995044598,0.0,0.14983280000000002,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0
4,1.0,0.5,0.0,1.0,1.0,0.017374706342991385,0.02104409952394369,0.020884632888742507,0.017056074951677002,0.0,0.015782664995165088,0.0,0.0,0.020895119714450017,0.1111934766493699,0.01387512388503469,0.0,0.020512800000000005,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0
1,1.0,0.4361702127659574,0.0,1.0,1.0,0.011379209083790132,0.011257542482138486,0.01304149559650249,0.06355140223705127,0.0,0.010349288383994754,0.0,0.0,0.02642221602222222,0.1111934766493699,0.009910802775024777,0.0,0.284264,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
4,0.0,0.13829787234042554,1.0,0.0,1.0,0.047670321064996087,0.05895950281042055,0.0559963521812308,0.097196262046991,0.0,0.06351875814370182,0.0,0.0,0.05823672150397323,0.0,0.040634291377601585,0.0,0.12563520000000003,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0
